rank_test_score,mean_test_score,std_test_score,mean_train_score,std_train_score,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__learning_rate,param_model__max_depth,param_model__min_child_weight,param_model__min_split_loss,params,split0_test_score,split0_train_score
85,0.36388140161725063,0.0,0.6288258208124652,0.0,13.209668397903442,0.0,0.031914472579956055,0.0,0.001,6,10,10,"{'model__learning_rate': 0.001, 'model__max_depth': 6, 'model__min_child_weight': 10, 'model__min_split_loss': 10}",0.36388140161725063,0.6288258208124652
85,0.36388140161725063,0.0,0.6288258208124652,0.0,15.015836238861084,0.0,0.030917644500732422,0.0,0.001,6,10,50,"{'model__learning_rate': 0.001, 'model__max_depth': 6, 'model__min_child_weight': 10, 'model__min_split_loss': 50}",0.36388140161725063,0.6288258208124652
88,0.3634085213032581,0.0,0.6114551083591331,0.0,19.407696962356567,0.0,0.03490638732910156,0.0,0.3,9,1,100,"{'model__learning_rate': 0.3, 'model__max_depth': 9, 'model__min_child_weight': 1, 'model__min_split_loss': 100}",0.3634085213032581,0.6114551083591331
88,0.3634085213032581,0.0,0.6114551083591331,0.0,22.07788872718811,0.0,0.028943300247192383,0.0,0.3,9,5,100,"{'model__learning_rate': 0.3, 'model__max_depth': 9, 'model__min_child_weight': 5, 'model__min_split_loss': 100}",0.3634085213032581,0.6114551083591331
90,0.36332179930795844,0.0,0.7532956685499058,0.0,18.79747200012207,0.0,0.02602553367614746,0.0,0.3,9,1,10,"{'model__learning_rate': 0.3, 'model__max_depth': 9, 'model__min_child_weight': 1, 'model__min_split_loss': 10}",0.36332179930795844,0.7532956685499058
91,0.3629032258064516,0.0,0.6618464961067854,0.0,15.834302425384521,0.0,0.029015302658081055,0.0,0.3,6,1,50,"{'model__learning_rate': 0.3, 'model__max_depth': 6, 'model__min_child_weight': 1, 'model__min_split_loss': 50}",0.3629032258064516,0.6618464961067854
91,0.3629032258064516,0.0,0.6478950246036086,0.0,21.858893871307373,0.0,0.030982494354248047,0.0,0.8,6,5,100,"{'model__learning_rate': 0.8, 'model__max_depth': 6, 'model__min_child_weight': 5, 'model__min_split_loss': 100}",0.3629032258064516,0.6478950246036086
93,0.3627760252365931,0.0,0.715568862275449,0.0,32.22415065765381,0.0,0.050991058349609375,0.0,0.8,9,1,50,"{'model__learning_rate': 0.8, 'model__max_depth': 9, 'model__min_child_weight': 1, 'model__min_split_loss': 50}",0.3627760252365931,0.715568862275449
94,0.3626943005181347,0.0,0.6109324758842444,0.0,17.504181385040283,0.0,0.03390932083129883,0.0,0.001,9,10,100,"{'model__learning_rate': 0.001, 'model__max_depth': 9, 'model__min_child_weight': 10, 'model__min_split_loss': 100}",0.3626943005181347,0.6109324758842444
95,0.36253776435045315,0.0,0.6886574074074073,0.0,16.35824704170227,0.0,0.032912254333496094,0.0,0.01,9,1,10,"{'model__learning_rate': 0.01, 'model__max_depth': 9, 'model__min_child_weight': 1, 'model__min_split_loss': 10}",0.36253776435045315,0.6886574074074073
