rank_test_score,mean_test_score,std_test_score,mean_train_score,std_train_score,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__min_samples_leaf,param_model__min_samples_split,params,split0_test_score,split0_train_score
73,0.0847457627118644,0.0,0.979816361981967,0.0,0.251328706741333,0.0,0.005984067916870117,0.0,15,5,"{'model__min_samples_leaf': 15, 'model__min_samples_split': 5}",0.0847457627118644,0.979816361981967
73,0.0847457627118644,0.0,0.979816361981967,0.0,0.2463395595550537,0.0,0.0059854984283447266,0.0,15,10,"{'model__min_samples_leaf': 15, 'model__min_samples_split': 10}",0.0847457627118644,0.979816361981967
73,0.0847457627118644,0.0,0.979816361981967,0.0,0.22739124298095703,0.0,0.006980419158935547,0.0,15,15,"{'model__min_samples_leaf': 15, 'model__min_samples_split': 15}",0.0847457627118644,0.979816361981967
73,0.0847457627118644,0.0,0.979816361981967,0.0,0.2263951301574707,0.0,0.005994319915771484,0.0,15,20,"{'model__min_samples_leaf': 15, 'model__min_samples_split': 20}",0.0847457627118644,0.979816361981967
73,0.0847457627118644,0.0,0.979816361981967,0.0,0.2184152603149414,0.0,0.005984783172607422,0.0,15,30,"{'model__min_samples_leaf': 15, 'model__min_samples_split': 30}",0.0847457627118644,0.979816361981967
73,0.0847457627118644,0.0,0.979816361981967,0.0,0.2563166618347168,0.0,0.004985809326171875,0.0,15,50,"{'model__min_samples_leaf': 15, 'model__min_samples_split': 50}",0.0847457627118644,0.979816361981967
73,0.0847457627118644,0.0,0.979816361981967,0.0,0.22739124298095703,0.0,0.004987478256225586,0.0,15,80,"{'model__min_samples_leaf': 15, 'model__min_samples_split': 80}",0.0847457627118644,0.979816361981967
81,0.08287292817679558,0.0,0.9822990420658058,0.0,0.2682914733886719,0.0,0.00597691535949707,0.0,5,2,"{'model__min_samples_leaf': 5, 'model__min_samples_split': 2}",0.08287292817679558,0.9822990420658058
81,0.08287292817679558,0.0,0.9822990420658058,0.0,0.24534320831298828,0.0,0.0059850215911865234,0.0,5,5,"{'model__min_samples_leaf': 5, 'model__min_samples_split': 5}",0.08287292817679558,0.9822990420658058
81,0.08287292817679558,0.0,0.9822990420658058,0.0,0.23038029670715332,0.0,0.007977962493896484,0.0,5,10,"{'model__min_samples_leaf': 5, 'model__min_samples_split': 10}",0.08287292817679558,0.9822990420658058
84,0.03378378378378378,0.0,0.9845382365231926,0.0,0.22240495681762695,0.0,0.004987001419067383,0.0,1,15,"{'model__min_samples_leaf': 1, 'model__min_samples_split': 15}",0.03378378378378378,0.9845382365231926
84,0.03378378378378378,0.0,0.9845382365231926,0.0,0.23238086700439453,0.0,0.008977413177490234,0.0,1,20,"{'model__min_samples_leaf': 1, 'model__min_samples_split': 20}",0.03378378378378378,0.9845382365231926
86,0.03355704697986577,0.0,0.9848326578364601,0.0,0.24335145950317383,0.0,0.005982160568237305,0.0,1,10,"{'model__min_samples_leaf': 1, 'model__min_samples_split': 10}",0.03355704697986577,0.9848326578364601
86,0.03355704697986577,0.0,0.9839080459770114,0.0,0.2214066982269287,0.0,0.005982160568237305,0.0,1,30,"{'model__min_samples_leaf': 1, 'model__min_samples_split': 30}",0.03355704697986577,0.9839080459770114
88,0.03246753246753247,0.0,0.9835415013158445,0.0,0.2293870449066162,0.0,0.005984306335449219,0.0,1,50,"{'model__min_samples_leaf': 1, 'model__min_samples_split': 50}",0.03246753246753247,0.9835415013158445
89,0.031446540880503145,0.0,0.9867624337077714,0.0,0.24933290481567383,0.0,0.0059850215911865234,0.0,1,5,"{'model__min_samples_leaf': 1, 'model__min_samples_split': 5}",0.031446540880503145,0.9867624337077714
90,0.030120481927710843,0.0,0.9882264529058117,0.0,0.2453451156616211,0.0,0.010964632034301758,0.0,1,2,"{'model__min_samples_leaf': 1, 'model__min_samples_split': 2}",0.030120481927710843,0.9882264529058117
